username,module,role_id,role_name,role_type,menu_permission_id
zSornsawanV,Ref Price,2,Procurement Admin,All,30100101
zSornsawanV,Ref Price,2,Procurement Admin,All,30300301
zSornsawanV,Ref Price,2,Procurement Admin,All,30300509
zSornsawanV,Ref Price,2,Procurement Admin,All,30400509
zSornsawanV,Ref Price,2,Procurement Admin,All,30500601
zSornsawanV,Ref Price,2,Procurement Admin,All,30600101
zSuprakornY,Ref Price,2,Procurement Admin,All,30100101
zSuprakornY,Ref Price,2,Procurement Admin,All,30300301
zSuprakornY,Ref Price,2,Procurement Admin,All,30300509
zSuprakornY,Ref Price,2,Procurement Admin,All,30400509
zSuprakornY,Ref Price,2,Procurement Admin,All,30500601
zSuprakornY,Ref Price,2,Procurement Admin,All,30600101
zSuprakornY,PSC,2,Procurement Admin,All,30100101
zSuprakornY,PSC,2,Procurement Admin,All,30300301
zSuprakornY,PSC,2,Procurement Admin,All,30500601
zSuprakornY,PSC,2,Procurement Admin,All,30600101
zSuprakornY,PA,2,Procurement Admin,All,30100101
zSuprakornY,PA,2,Procurement Admin,All,30300301
zSuprakornY,PA,2,Procurement Admin,All,30500601
zSuprakornY,PA,2,Procurement Admin,All,30600101
zSuprakornY,PP,8,Platform Admin,All,11011001
zSuprakornY,PP,8,Platform Admin,All,11012001
zSuprakornY,PP,8,Platform Admin,All,11012002
zSuprakornY,PP,8,Platform Admin,All,11013001
zSuprakornY,PP,8,Platform Admin,All,11013003
zSuprakornY,PP,8,Platform Admin,All,11013005
zSuprakornY,PP,8,Platform Admin,All,11013007
zSuprakornY,PP,8,Platform Admin,All,11014001
zSuprakornY,PP,8,Platform Admin,All,11014005
zSuprakornY,PP,2,Procurement Admin,All,30100101
zSuprakornY,PP,2,Procurement Admin,All,30300301
zSuprakornY,PP,2,Procurement Admin,All,30500601
zSuprakornY,PP,2,Procurement Admin,All,30600101
zSuthichaP,Ref Price,2,Procurement Admin,All,30100101
zSuthichaP,Ref Price,2,Procurement Admin,All,30300301
zSuthichaP,Ref Price,2,Procurement Admin,All,30300509
zSuthichaP,Ref Price,2,Procurement Admin,All,30400509
zSuthichaP,Ref Price,2,Procurement Admin,All,30500601
zSuthichaP,Ref Price,2,Procurement Admin,All,30600101
zSuthichaP,PSC,2,Procurement Admin,All,30100101
zSuthichaP,PSC,2,Procurement Admin,All,30300301
zSuthichaP,PSC,2,Procurement Admin,All,30500601
zSuthichaP,PSC,2,Procurement Admin,All,30600101
zSuthichaP,PA,2,Procurement Admin,All,30100101
zSuthichaP,PA,2,Procurement Admin,All,30300301
zSuthichaP,PA,2,Procurement Admin,All,30500601
zSuthichaP,PA,2,Procurement Admin,All,30600101
zSuthichaP,PP,8,Platform Admin,All,11011001
zSuthichaP,PP,8,Platform Admin,All,11012001
zSuthichaP,PP,8,Platform Admin,All,11012002
zSuthichaP,PP,8,Platform Admin,All,11013001
zSuthichaP,PP,8,Platform Admin,All,11013003
zSuthichaP,PP,8,Platform Admin,All,11013005
zSuthichaP,PP,8,Platform Admin,All,11013007
zSuthichaP,PP,8,Platform Admin,All,11014001
zSuthichaP,PP,8,Platform Admin,All,11014005
zSuthichaP,PP,2,Procurement Admin,All,30100101
zSuthichaP,PP,2,Procurement Admin,All,30300301
zSuthichaP,PP,2,Procurement Admin,All,30500601
zSuthichaP,PP,2,Procurement Admin,All,30600101
zThanaratT,Ref Price,2,Procurement Admin,All,30100101
zThanaratT,Ref Price,2,Procurement Admin,All,30300301
zThanaratT,Ref Price,2,Procurement Admin,All,30300509
zThanaratT,Ref Price,2,Procurement Admin,All,30400509
zThanaratT,Ref Price,2,Procurement Admin,All,30500601
zThanaratT,Ref Price,2,Procurement Admin,All,30600101
zThanaratT,PSC,2,Procurement Admin,All,30100101
zThanaratT,PSC,2,Procurement Admin,All,30300301
zThanaratT,PSC,2,Procurement Admin,All,30500601
zThanaratT,PSC,2,Procurement Admin,All,30600101
zThanaratT,PA,2,Procurement Admin,All,30100101
zThanaratT,PA,2,Procurement Admin,All,30300301
zThanaratT,PA,2,Procurement Admin,All,30500601
zThanaratT,PA,2,Procurement Admin,All,30600101
zThanaratT,PP,8,Platform Admin,All,11011001
zThanaratT,PP,8,Platform Admin,All,11012001
zThanaratT,PP,8,Platform Admin,All,11012002
zThanaratT,PP,8,Platform Admin,All,11013001
zThanaratT,PP,8,Platform Admin,All,11013003
zThanaratT,PP,8,Platform Admin,All,11013005
zThanaratT,PP,8,Platform Admin,All,11013007
zThanaratT,PP,8,Platform Admin,All,11014001
zThanaratT,PP,8,Platform Admin,All,11014005
zThanyaratY,PA,2,Procurement Admin,All,30100101
zThanyaratY,PA,2,Procurement Admin,All,30300301
zThanyaratY,PA,2,Procurement Admin,All,30500601
zThanyaratY,PA,2,Procurement Admin,All,30600101
zThanyaratY,PA,5,Procurement VP,Specific,21011001
zThanyaratY,PA,5,Procurement VP,Specific,21011005
zThanyaratY,PA,5,Procurement VP,Specific,21014001
zThanyaratY,PA,5,Procurement VP,Specific,21014002
zThanyaratY,PA,5,Procurement VP,Specific,21014003
zThanyaratY,PA,5,Procurement VP,Specific,21014005
zThanyaratY,PA,5,Procurement VP,Specific,21014007
zThanyaratY,PA,5,Procurement VP,Specific,21014008
zThanyaratY,PA,5,Procurement VP,Specific,22021001
zThanyaratY,PA,5,Procurement VP,Specific,22021005
zThanyaratY,PA,5,Procurement VP,Specific,22022001
zThanyaratY,PA,5,Procurement VP,Specific,22022005
zThanyaratY,PA,5,Procurement VP,Specific,22023001
zThanyaratY,PA,5,Procurement VP,Specific,22023005
zThanyaratY,PA,5,Procurement VP,Specific,22025001
zThanyaratY,PA,5,Procurement VP,Specific,22025005
zThanyaratY,PA,5,Procurement VP,Specific,90900501
zThanyaratY,PP,2,Procurement Admin,All,30100101
zThanyaratY,PP,2,Procurement Admin,All,30300301
zThanyaratY,PP,2,Procurement Admin,All,30500601
zThanyaratY,PP,2,Procurement Admin,All,30600101
zTheerapolS,Ref Price,2,Procurement Admin,All,30100101
zTheerapolS,Ref Price,2,Procurement Admin,All,30300301
zTheerapolS,Ref Price,2,Procurement Admin,All,30300509
zTheerapolS,Ref Price,2,Procurement Admin,All,30400509
zTheerapolS,Ref Price,2,Procurement Admin,All,30500601
zTheerapolS,Ref Price,2,Procurement Admin,All,30600101
zTheerapolS,PSC,2,Procurement Admin,All,30100101
zTheerapolS,PSC,2,Procurement Admin,All,30300301
zTheerapolS,PSC,2,Procurement Admin,All,30500601
zTheerapolS,PSC,2,Procurement Admin,All,30600101
zTheerapolS,PA,2,Procurement Admin,All,30100101
zTheerapolS,PA,2,Procurement Admin,All,30300301
zTheerapolS,PA,2,Procurement Admin,All,30500601
zTheerapolS,PA,2,Procurement Admin,All,30600101
zTheerapolS,PP,8,Platform Admin,All,11011001
zTheerapolS,PP,8,Platform Admin,All,11012001
zTheerapolS,PP,8,Platform Admin,All,11012002
zTheerapolS,PP,8,Platform Admin,All,11013001
zTheerapolS,PP,8,Platform Admin,All,11013003
zTheerapolS,PP,8,Platform Admin,All,11013005
zTheerapolS,PP,8,Platform Admin,All,11013007
zTheerapolS,PP,8,Platform Admin,All,11014001
zTheerapolS,PP,8,Platform Admin,All,11014005
zTheerapolS,PP,2,Procurement Admin,All,30100101
zTheerapolS,PP,2,Procurement Admin,All,30300301
zTheerapolS,PP,2,Procurement Admin,All,30500601
zTheerapolS,PP,2,Procurement Admin,All,30600101
zThidamasV,Ref Price,2,Procurement Admin,All,30100101
zThidamasV,Ref Price,2,Procurement Admin,All,30300301
zThidamasV,Ref Price,2,Procurement Admin,All,30300509
zThidamasV,Ref Price,2,Procurement Admin,All,30400509
zThidamasV,Ref Price,2,Procurement Admin,All,30500601
zThidamasV,Ref Price,2,Procurement Admin,All,30600101
zThidamasV,PSC,2,Procurement Admin,All,30100101
zThidamasV,PSC,2,Procurement Admin,All,30300301
zThidamasV,PSC,2,Procurement Admin,All,30500601
zThidamasV,PSC,2,Procurement Admin,All,30600101
zThidamasV,PA,2,Procurement Admin,All,30100101
zThidamasV,PA,2,Procurement Admin,All,30300301
zThidamasV,PA,2,Procurement Admin,All,30500601
zThidamasV,PA,2,Procurement Admin,All,30600101
zThidamasV,PP,8,Platform Admin,All,11011001
zThidamasV,PP,8,Platform Admin,All,11012001
zThidamasV,PP,8,Platform Admin,All,11012002
zThidamasV,PP,8,Platform Admin,All,11013001
zThidamasV,PP,8,Platform Admin,All,11013003
zThidamasV,PP,8,Platform Admin,All,11013005
zThidamasV,PP,8,Platform Admin,All,11013007
zThidamasV,PP,8,Platform Admin,All,11014001
zThidamasV,PP,8,Platform Admin,All,11014005
zVutikornC,Ref Price,2,Procurement Admin,All,30100101
zVutikornC,Ref Price,2,Procurement Admin,All,30300301
zVutikornC,Ref Price,2,Procurement Admin,All,30300509
zVutikornC,Ref Price,2,Procurement Admin,All,30400509
zVutikornC,Ref Price,2,Procurement Admin,All,30500601
zVutikornC,Ref Price,2,Procurement Admin,All,30600101
zVutikornC,PP,8,Platform Admin,All,11011001
zVutikornC,PP,8,Platform Admin,All,11012001
zVutikornC,PP,8,Platform Admin,All,11012002
zVutikornC,PP,8,Platform Admin,All,11013001
zVutikornC,PP,8,Platform Admin,All,11013003
zVutikornC,PP,8,Platform Admin,All,11013005
zVutikornC,PP,8,Platform Admin,All,11013007
zVutikornC,PP,8,Platform Admin,All,11014001
zVutikornC,PP,8,Platform Admin,All,11014005
